15,0,11,5,6,24,17,18,7,2,27,13,22,10,3,4,29,26,19,25,1,16,21,14,20,12,9,8,31,23,28,30
15,0,11,5,8,24,16,19,6,4,28,13,21,7,1,2,29,27,18,25,3,17,22,14,20,12,9,10,30,23,26,31
16,0,11,5,7,23,13,18,6,1,26,14,22,9,3,4,29,27,19,25,2,17,21,12,20,15,10,8,30,24,28,31
15,0,8,6,5,25,16,20,7,3,28,14,22,9,1,4,29,27,17,24,2,18,19,11,21,13,10,12,30,23,26,31
14,0,10,8,5,24,18,20,6,3,27,12,22,7,1,4,29,28,17,25,2,15,21,16,19,13,11,9,30,23,26,31
16,0,11,7,5,23,19,20,6,3,27,14,21,8,2,4,29,28,17,25,1,15,22,13,18,12,10,9,31,24,26,30
15,0,13,5,4,24,19,20,6,2,27,12,22,10,3,8,29,26,17,25,1,16,21,14,18,11,9,7,31,23,28,30
15,0,11,6,5,24,16,18,8,2,27,12,22,10,1,3,29,26,19,25,4,17,21,14,20,13,9,7,31,23,28,30
14,0,10,5,11,24,17,20,8,3,27,15,22,6,1,4,29,26,16,25,2,18,21,13,19,12,7,9,31,23,28,30
15,0,11,5,9,24,17,20,7,2,27,12,22,6,1,4,29,26,19,25,3,16,21,14,18,13,8,10,30,23,28,31
15,0,11,5,6,24,16,20,7,1,26,12,22,8,2,4,29,27,19,25,3,17,21,14,18,13,9,10,31,23,28,30
17,0,11,6,9,23,13,16,5,4,26,15,22,7,1,3,29,28,19,25,2,18,21,12,20,14,10,8,30,24,27,31
17,0,8,5,11,24,15,18,7,3,27,14,22,6,4,2,29,26,19,25,1,16,21,12,20,13,9,10,30,23,28,31
16,0,11,8,6,24,14,18,5,4,28,15,21,7,3,2,29,27,19,25,1,17,22,13,20,12,9,10,30,23,26,31
15,0,11,8,5,24,16,19,7,2,28,14,21,9,1,3,29,26,20,25,4,18,22,13,17,12,6,10,31,23,27,30
16,0,9,7,10,23,13,17,5,3,28,15,21,6,1,4,29,26,19,25,2,18,22,12,20,14,8,11,30,24,27,31
16,0,9,6,5,23,15,19,7,3,26,14,21,8,1,2,29,27,17,25,4,20,22,12,18,13,10,11,30,24,28,31
19,0,10,8,9,23,11,16,6,4,28,15,22,5,1,2,29,27,17,25,3,20,21,13,18,14,7,12,30,24,26,31
13,0,10,7,6,23,15,17,5,4,28,16,19,8,1,3,29,27,18,25,2,20,22,12,21,14,11,9,30,24,26,31
16,0,12,8,6,23,13,18,5,4,28,15,19,7,1,3,29,27,20,25,2,17,22,11,21,14,10,9,30,24,26,31
13,0,10,6,9,24,16,18,8,2,27,14,21,5,1,4,29,26,19,25,3,17,22,15,20,12,7,11,30,23,28,31
15,0,10,5,6,24,17,20,7,2,26,13,21,11,1,4,29,27,19,25,3,16,22,14,18,12,9,8,31,23,28,30
16,0,10,6,5,24,19,21,7,3,26,12,20,8,2,4,29,27,17,25,1,15,22,14,18,13,11,9,31,23,28,30
16,0,8,6,11,23,12,18,5,1,27,15,20,7,2,4,29,26,19,25,3,17,22,14,21,13,9,10,30,24,28,31
15,0,9,5,8,23,16,18,7,3,26,13,17,6,1,2,29,27,20,25,4,19,22,12,21,14,10,11,30,24,28,31
18,0,10,7,6,23,11,16,5,4,27,13,20,8,2,3,29,28,19,25,1,17,22,14,21,15,12,9,30,24,26,31
18,0,11,6,7,23,15,17,5,1,26,13,21,8,3,4,29,28,19,25,2,16,22,14,20,12,9,10,30,24,27,31
18,0,8,6,9,23,13,16,5,4,26,15,20,7,3,1,29,28,17,25,2,19,22,11,21,14,10,12,30,24,27,31
16,0,11,6,8,23,15,17,5,3,28,14,20,7,1,4,29,27,21,25,2,18,22,12,19,13,9,10,30,24,26,31
18,0,8,5,10,23,12,17,7,4,27,15,21,6,3,1,29,28,19,25,2,16,22,13,20,14,9,11,30,24,26,31
15,0,10,6,5,23,16,19,7,3,26,13,21,8,1,4,29,27,18,25,2,17,22,14,20,12,11,9,31,24,28,30
17,0,10,6,9,23,13,16,5,3,27,14,22,8,1,4,29,28,20,25,2,18,21,12,19,15,7,11,30,24,26,31
15,0,8,5,9,23,18,19,7,3,26,13,22,6,2,4,29,27,20,25,1,16,21,14,17,12,10,11,31,24,28,30
14,0,11,6,4,23,16,20,7,2,27,13,22,8,1,5,29,26,19,25,3,18,21,15,17,12,9,10,30,24,28,31
18,0,12,6,9,23,11,16,5,2,28,15,20,8,4,3,29,27,17,25,1,19,22,13,21,14,7,10,30,24,26,31
15,0,12,4,5,24,18,20,10,1,27,13,22,9,3,6,29,26,19,25,2,16,21,14,17,11,8,7,30,23,28,31
16,0,10,7,8,23,12,18,5,2,26,15,20,6,1,4,29,27,19,25,3,17,22,13,21,14,11,9,30,24,28,31
14,0,9,4,10,24,20,19,5,3,26,12,22,7,1,6,29,27,18,25,2,16,21,15,17,13,11,8,31,23,28,30
15,0,9,6,7,23,17,19,5,3,26,12,18,8,1,4,29,27,20,25,2,16,22,14,21,13,11,10,30,24,28,31
15,0,11,7,5,24,19,20,6,3,26,13,17,8,2,4,29,27,21,25,1,16,22,14,18,12,10,9,31,23,28,30
15,0,9,7,6,23,17,19,5,3,27,13,20,8,1,4,29,26,18,25,2,16,22,14,21,12,10,11,31,24,28,30
17,0,11,5,6,23,16,20,8,3,26,14,22,7,1,4,29,27,18,25,2,15,21,12,19,13,9,10,30,24,28,31
14,0,11,8,6,23,16,18,5,2,26,12,21,7,1,4,29,27,19,25,3,17,22,15,20,13,10,9,31,24,28,30
14,0,11,4,6,23,17,20,7,3,26,12,21,8,1,5,29,27,19,25,2,16,22,15,18,13,10,9,31,24,28,30
15,0,9,6,4,23,17,19,10,2,26,12,21,7,1,5,29,27,18,25,3,16,22,14,20,13,11,8,30,24,28,31
14,0,9,4,5,24,19,21,8,2,26,10,20,12,1,6,29,27,18,25,3,15,22,16,17,13,11,7,31,23,28,30
15,0,8,5,9,24,17,18,6,4,27,13,21,7,1,3,29,28,19,25,2,16,22,14,20,12,11,10,30,23,26,31
16,0,11,7,5,23,15,18,6,3,28,14,21,8,1,4,29,26,20,25,2,17,22,12,19,13,10,9,31,24,27,30
15,0,11,6,7,24,16,18,5,3,27,14,21,10,2,4,29,26,20,25,1,17,22,13,19,12,9,8,30,23,28,31
17,0,7,4,8,23,15,19,6,3,26,12,21,9,2,5,29,27,20,25,1,16,22,14,18,13,10,11,31,24,28,30
15,0,7,5,6,23,18,16,8,3,26,13,22,9,2,4,29,27,19,25,1,17,21,14,20,12,11,10,31,24,28,30
16,0,9,7,6,23,17,19,5,3,27,12,21,8,1,4,29,26,18,25,2,15,22,14,20,13,10,11,31,24,28,30
15,0,8,7,5,23,17,20,6,3,27,13,19,11,1,4,29,26,18,25,2,16,22,14,21,12,10,9,31,24,28,30
16,0,9,7,6,23,12,17,5,2,28,15,19,8,3,4,29,26,20,25,1,18,22,13,21,14,11,10,30,24,27,31
16,0,11,8,6,24,15,19,5,3,27,12,21,7,2,4,29,26,18,25,1,17,22,14,20,13,10,9,30,23,28,31
18,0,8,6,9,23,16,17,5,4,27,14,22,7,3,2,29,28,21,25,1,15,20,12,19,13,10,11,30,24,26,31
16,0,11,6,5,23,17,20,7,3,26,13,21,9,1,4,29,28,18,25,2,15,22,14,19,12,10,8,30,24,27,31
16,0,11,7,5,23,17,20,6,4,27,13,19,8,1,3,29,26,21,25,2,15,22,14,18,12,10,9,31,24,28,30
16,0,11,7,5,23,15,18,6,3,26,12,21,8,1,4,29,27,19,25,2,17,22,13,20,14,10,9,30,24,28,31
15,0,10,3,7,24,16,20,11,1,27,13,22,6,2,4,29,26,18,25,5,17,21,14,19,12,8,9,30,23,28,31
16,0,11,7,6,24,17,19,5,1,26,12,21,9,3,4,29,27,18,25,2,15,22,14,20,13,10,8,30,23,28,31
