31,29,14,18,22,7,9,12,24,2,25,3,15,23,21,20,0,10,8,1,17,4,19,11,13,16,6,28,27,30,26,5
30,29,18,13,23,7,8,15,22,0,21,5,17,26,24,20,1,3,10,2,19,4,16,14,12,9,11,28,25,31,27,6
31,29,13,20,22,7,5,16,24,1,25,3,12,23,21,19,2,9,8,0,17,4,18,15,10,14,11,28,26,30,27,6
30,29,10,20,21,13,9,8,24,1,25,6,16,23,22,18,0,15,4,3,19,2,17,12,14,7,11,28,26,31,27,5
30,29,12,18,23,6,7,11,22,1,24,4,17,25,21,20,0,9,10,3,19,2,16,15,13,8,14,28,26,31,27,5
30,29,12,17,23,7,6,14,24,0,22,4,16,25,20,21,1,10,13,2,19,3,18,15,9,11,8,28,26,31,27,5
31,29,12,17,22,6,7,16,23,0,24,4,13,25,20,21,1,8,11,2,19,3,18,14,9,15,10,28,26,30,27,5
30,29,16,17,22,6,10,15,23,1,25,3,13,24,21,19,0,9,12,2,20,11,18,5,8,14,7,28,27,31,26,4
30,29,12,16,22,5,8,14,23,1,24,4,11,25,19,21,0,6,9,2,20,3,18,17,10,13,15,28,27,31,26,7
30,29,13,14,22,9,7,17,24,0,23,3,15,25,20,21,2,8,12,1,18,5,19,11,6,16,10,28,26,31,27,4
30,29,14,17,22,8,9,11,23,2,25,3,15,24,20,21,1,10,13,0,19,5,18,6,12,16,7,28,26,31,27,4
31,29,16,15,22,9,6,14,23,2,24,3,13,25,20,21,1,12,11,0,19,7,18,10,8,17,5,28,27,30,26,4
30,28,15,17,22,6,7,16,23,1,25,3,11,24,20,21,0,9,12,2,18,4,19,10,14,13,8,29,26,31,27,5
30,28,13,18,22,6,5,15,23,1,24,4,17,25,20,21,0,11,14,2,19,3,16,10,8,12,9,29,26,31,27,7
30,29,14,18,20,9,3,16,23,1,24,5,13,25,21,19,0,8,12,2,22,4,17,10,11,15,6,28,26,31,27,7
30,29,10,15,21,11,6,17,23,2,24,3,16,25,22,20,0,13,14,1,19,4,18,9,7,12,8,28,26,31,27,5
30,29,11,16,21,10,4,17,23,1,24,5,13,25,22,20,0,14,12,2,19,3,18,9,8,15,7,28,26,31,27,6
30,29,10,18,21,9,7,6,23,0,26,5,17,24,22,20,2,15,12,1,19,4,16,8,11,13,14,28,25,31,27,3
30,29,9,16,21,10,4,17,23,0,24,5,14,25,22,19,1,12,15,3,20,2,18,11,8,13,7,28,26,31,27,6
30,29,10,14,22,8,5,17,24,2,23,3,16,25,21,20,1,12,13,0,19,4,18,11,9,15,7,28,27,31,26,6
30,29,15,17,22,11,4,14,23,2,24,3,13,25,21,19,0,9,12,1,18,7,20,10,8,16,6,28,26,31,27,5
30,29,14,18,24,8,6,10,23,2,22,4,17,26,20,21,0,11,12,1,19,3,16,15,13,7,9,28,27,31,25,5
30,29,11,17,22,7,5,10,23,2,24,3,16,25,20,21,0,14,8,1,19,4,18,13,15,12,9,28,26,31,27,6
31,29,12,17,21,9,8,15,23,2,24,3,14,25,19,22,1,13,11,0,20,5,18,10,7,16,6,28,26,30,27,4
30,29,15,17,21,8,6,13,25,0,23,4,14,24,22,20,1,10,7,2,19,3,18,12,9,16,11,28,27,31,26,5
30,29,17,14,23,6,9,15,20,1,21,3,18,27,24,22,0,7,13,2,19,4,16,12,10,8,11,28,25,31,26,5
31,29,12,13,24,7,5,10,22,2,23,1,16,25,20,21,0,11,9,4,19,3,18,17,15,8,14,28,26,30,27,6
30,29,16,17,21,11,6,12,23,0,25,5,13,24,22,20,1,10,15,3,19,2,18,9,7,14,8,28,26,31,27,4
30,29,13,18,22,11,2,16,23,0,25,4,14,24,20,21,1,10,12,5,19,3,17,9,8,15,6,28,26,31,27,7
30,29,12,10,24,6,17,14,23,3,21,1,13,25,22,20,0,8,9,4,19,2,11,18,16,7,15,28,27,31,26,5
30,29,15,17,22,8,6,13,23,0,24,3,16,25,21,20,1,7,11,2,19,4,18,12,10,14,9,27,28,31,26,5
30,29,8,20,21,14,4,12,24,0,25,6,15,23,22,19,1,13,11,3,17,2,18,7,10,16,9,28,26,31,27,5
30,29,16,17,22,7,8,14,23,0,24,3,13,25,20,21,2,9,12,1,19,5,18,11,10,15,6,28,26,31,27,4
31,29,12,19,22,8,4,15,23,2,25,5,14,24,21,20,0,13,11,1,18,3,17,10,9,16,6,28,26,30,27,7
31,28,14,17,22,5,8,19,23,1,24,3,15,25,20,21,2,9,13,0,18,4,16,7,10,12,11,29,26,30,27,6
30,29,11,19,22,6,4,15,24,2,25,3,12,23,21,18,1,14,13,0,17,10,20,5,8,16,9,28,26,31,27,7
30,29,9,16,21,11,8,17,23,2,24,3,14,25,19,20,1,12,13,0,22,6,18,10,5,15,4,28,27,31,26,7
31,29,13,18,22,8,6,10,24,0,23,4,14,25,19,20,1,7,9,3,21,2,17,16,12,11,15,28,26,30,27,5
30,29,14,18,22,9,6,15,23,0,24,4,16,26,21,20,1,7,12,2,19,3,17,11,10,13,8,28,25,31,27,5
30,29,13,18,21,11,3,16,23,0,25,5,15,24,22,20,1,8,9,2,19,4,17,12,10,14,6,28,26,31,27,7
30,29,11,18,21,12,5,14,23,0,24,4,17,25,22,19,1,10,15,2,20,3,16,13,8,9,7,28,26,31,27,6
