0,13
0,5
26,7
15,4
26,13
29,12
0,4
29,0
29,17
17,4
6,29
11,0
11,14
6,13
0,13
22,0
0,29
11,13
14,18
14,12
0,0
8,17
29,28
6,13
4,13
29,17
0,4
6,13
6,13
14,5
0,4
6,0
14,4
6,17
22,29
14,5
11,0
14,25
14,4
29,29
29,12
0,0
14,23
14,12
29,4
14,4
26,0
0,0
6,29
0,7
0,17
18,19
14,12
26,0
4,13
6,0
14,0
29,4
11,0
14,0
26,0
28,0
26,29
14,4
4,13
0,13
14,4
1,22
0,13
29,4
14,23
11,7
11,0
11,0
14,4
26,13
26,13
11,13
29,12
28,14
14,7
14,28
26,13
14,12
0,0
0,4
22,0
11,0
26,13
29,17
0,0
0,0
15,0
14,5
14,4
0,19
14,12
26,26
18,7
0,0
