1,5
28,5
11,16
15,25
15,23
1,8
28,5
15,5
15,4
11,0
28,4
28,5
27,12
15,5
7,5
15,4
15,4
11,21
28,4
15,5
11,4
15,5
28,5
28,5
1,27
11,5
28,5
17,0
11,21
1,23
15,5
18,27
28,4
11,4
15,23
28,5
1,23
28,5
15,23
15,5
28,21
28,23
28,23
15,5
28,5
26,0
15,21
26,5
28,21
15,5
28,4
26,5
15,23
11,21
17,5
28,4
28,5
28,4
15,5
15,5
15,5
11,4
15,23
28,5
26,14
11,23
28,5
22,5
28,5
17,5
15,4
15,4
15,23
15,21
15,5
11,21
28,23
15,5
11,23
15,4
28,23
28,4
15,23
17,5
15,4
17,5
28,21
15,5
28,21
15,4
11,5
11,5
15,5
15,5
15,5
28,5
28,5
28,21
15,4
15,5
