25,24
26,1
8,9
5,9
0,1
15,22
8,29
26,9
26,9
26,23
24,2
25,1
26,1
0,12
10,12
10,25
24,19
19,17
12,1
24,8
26,1
26,1
10,28
10,18
26,28
26,25
8,29
12,6
8,23
0,12
12,6
4,9
12,19
23,1
19,25
5,11
10,18
26,9
8,25
26,28
25,10
19,9
10,10
15,25
5,23
15,23
26,28
10,1
10,1
10,19
10,28
10,18
10,12
14,29
24,24
26,1
2,25
26,1
12,1
8,1
12,1
24,1
12,18
8,9
15,25
10,1
10,23
5,25
10,24
15,23
24,23
16,24
26,19
10,17
26,1
12,10
26,6
8,9
15,23
24,2
24,24
17,23
27,28
12,1
12,1
5,28
5,9
26,19
5,25
10,19
26,6
8,18
26,10
26,26
24,2
0,19
10,1
26,1
8,25
29,28
