6,13
6,1
3,25
25,6
7,6
11,1
5,6
25,3
6,1
1,13
6,13
11,17
11,25
7,1
6,6
19,3
11,13
6,1
18,3
26,3
27,13
7,1
1,3
11,13
11,27
1,1
25,3
7,25
25,3
18,1
7,13
11,3
11,1
4,3
25,1
11,1
25,1
11,5
6,3
6,3
11,5
25,3
11,1
7,25
3,1
11,3
5,13
6,1
25,3
6,3
5,22
1,1
11,13
11,5
3,27
6,3
17,1
5,1
0,13
6,1
3,1
13,1
25,3
11,3
1,1
6,1
6,3
28,1
3,3
6,25
6,21
25,1
6,8
6,27
11,17
11,3
25,9
6,1
23,27
6,13
25,3
7,3
11,1
11,11
25,1
25,27
19,3
7,20
25,3
19,1
1,3
25,1
20,20
19,1
27,1
6,1
19,13
25,1
25,3
19,3
