17,0
20,9
20,18
20,21
17,7
20,2
20,21
20,9
17,21
20,21
20,7
20,16
20,9
20,21
20,1
20,6
20,28
20,21
20,0
20,21
20,21
20,6
17,21
20,11
20,7
17,7
20,16
20,21
20,7
20,2
20,7
17,21
20,26
20,11
17,6
20,21
17,16
20,26
20,6
17,13
17,7
20,20
20,28
20,9
20,6
20,2
20,7
17,27
17,16
17,7
20,28
5,9
20,9
20,21
17,9
20,16
20,24
20,11
20,27
20,27
20,11
20,16
21,21
20,18
20,21
18,2
20,21
20,25
17,10
20,7
20,16
20,11
20,7
24,21
20,7
20,21
20,11
20,16
20,16
17,27
20,7
20,21
20,7
20,13
20,2
20,16
20,16
20,21
20,10
24,21
20,21
7,11
5,9
20,9
20,16
17,21
17,16
20,21
5,2
20,21
