14,14
19,19
25,5
14,14
19,25
19,19
19,25
19,19
2,2
11,3
2,2
25,25
21,21
25,25
25,19
2,25
16,19
19,25
25,19
16,16
19,11
2,19
2,2
19,25
2,19
11,2
11,21
25,25
25,25
19,19
25,25
19,25
19,19
19,19
25,25
2,16
19,19
19,2
19,19
14,2
18,18
19,25
19,25
2,21
19,25
11,11
21,19
19,19
19,19
19,2
25,25
19,11
12,25
19,25
25,25
19,25
25,25
8,2
16,16
25,19
19,19
19,19
19,25
25,25
19,19
11,11
19,19
2,3
2,8
25,25
19,21
11,11
19,19
19,25
19,25
19,25
19,19
2,19
19,19
19,19
19,19
19,19
2,25
25,25
19,19
2,25
19,19
25,25
2,19
19,25
21,19
2,19
19,25
19,21
19,25
19,19
8,25
11,2
19,19
19,25
