18,0
23,22
6,0
6,24
7,21
22,18
21,0
6,6
6,6
18,20
0,20
22,6
19,24
18,20
23,9
0,0
0,0
0,7
6,20
6,0
18,6
6,6
6,6
6,18
18,0
19,27
6,22
1,0
0,19
10,6
5,0
6,18
20,6
6,6
18,6
6,19
6,18
6,6
6,17
6,6
0,6
6,6
6,6
1,18
6,6
23,10
6,17
6,6
0,20
0,0
6,6
23,7
1,0
0,0
22,6
20,0
6,6
6,18
6,0
6,6
18,21
6,6
3,3
22,0
1,4
21,21
18,17
6,6
6,17
20,6
6,22
6,6
6,0
20,20
22,6
22,22
0,6
19,17
22,18
6,18
18,18
5,4
10,20
6,6
18,18
0,0
20,6
20,0
0,0
0,0
23,4
18,6
17,17
6,6
6,18
0,22
18,6
6,0
0,0
22,6
