27,27
2,2
3,15
24,14
27,0
27,15
27,5
27,2
27,11
5,11
27,18
24,5
2,1
15,19
6,22
13,14
27,2
4,3
1,21
27,11
27,7
4,4
4,1
21,15
24,15
5,11
24,14
23,2
27,2
12,14
8,2
24,18
7,3
15,2
2,21
13,11
3,21
24,15
2,1
0,0
3,16
15,14
27,2
13,2
5,18
27,1
18,18
14,5
27,3
27,18
24,7
10,14
19,2
12,1
19,2
27,8
27,7
27,18
13,5
24,2
2,14
27,27
24,14
24,2
27,1
8,14
14,14
11,7
24,14
2,11
25,14
0,19
22,1
15,11
24,2
16,3
3,2
4,14
19,18
27,5
2,14
24,2
27,2
27,29
13,16
24,2
24,2
2,21
24,21
16,14
24,2
1,1
10,2
13,2
8,26
0,0
27,2
25,7
0,21
24,2
