10,5
22,5
6,11
20,6
12,3
29,10
10,29
22,5
12,11
0,3
5,8
22,1
3,11
1,21
29,3
0,10
12,3
1,11
7,23
10,10
0,0
7,3
12,3
1,22
0,6
21,23
14,24
6,3
0,21
6,4
1,3
0,21
7,3
0,6
0,6
10,6
20,10
6,3
6,21
28,3
21,10
12,11
10,21
6,24
11,8
10,28
12,11
10,21
0,10
6,3
0,21
15,4
1,23
0,1
1,1
1,10
15,23
1,1
1,21
11,11
6,3
1,7
7,8
0,23
16,7
22,1
12,23
1,23
0,3
1,3
1,7
6,3
6,3
29,1
9,14
6,3
22,26
17,11
5,23
7,27
22,14
16,27
29,25
7,11
12,6
21,1
1,11
6,11
3,3
10,10
1,11
9,3
4,4
9,6
0,1
29,5
12,12
21,17
6,3
6,7
