19,19
2,6
17,17
6,17
8,17
16,6
19,6
23,17
8,14
17,17
17,19
17,17
2,12
8,8
2,22
6,17
1,6
8,19
17,12
14,8
17,17
6,6
14,6
2,14
17,6
2,6
17,6
6,6
2,17
14,12
17,8
6,6
12,6
17,17
2,6
8,8
14,14
17,17
8,19
17,6
17,17
6,6
17,6
24,17
17,17
12,6
17,17
14,18
6,17
13,6
6,6
8,6
8,8
17,6
27,27
17,19
17,17
4,6
14,6
6,6
6,17
6,4
12,6
2,2
8,6
2,6
19,6
19,6
17,6
17,8
2,8
6,6
17,14
13,13
17,17
6,6
6,6
19,6
2,6
8,6
6,6
17,6
13,14
8,8
12,14
17,17
6,6
2,17
17,17
17,2
8,6
6,6
18,18
8,8
17,19
17,4
4,2
17,17
6,6
29,17
