13,16
13,2
13,4
13,4
11,28
13,21
11,23
13,2
29,2
11,2
29,24
13,2
13,18
13,21
13,2
29,4
29,2
13,28
13,21
11,2
13,16
13,21
29,21
11,2
11,2
21,3
11,4
13,19
13,28
11,16
11,2
11,21
13,2
13,18
13,28
13,2
13,19
13,2
13,28
11,24
11,11
13,21
13,19
13,21
11,18
29,28
13,2
29,21
29,28
29,2
13,28
13,28
13,16
13,2
11,28
13,2
13,4
29,24
13,2
11,2
11,28
13,2
13,21
11,21
13,2
13,28
13,2
13,24
13,21
29,2
11,21
13,21
13,2
13,2
11,28
13,2
13,21
11,2
13,2
11,2
13,28
11,2
11,2
13,2
11,2
13,11
11,28
13,21
13,28
1,3
13,2
13,28
13,21
13,2
13,2
11,2
13,2
21,3
13,28
11,18
