1,25
5,21
2,9
23,4
16,16
25,8
20,11
7,17
7,22
1,20
0,21
9,25
3,25
21,21
2,21
4,7
18,5
1,4
1,7
2,16
17,7
23,25
6,5
24,16
4,4
7,25
1,7
28,16
19,20
8,17
26,4
1,25
17,12
20,17
26,3
6,21
24,4
4,3
16,21
26,13
26,26
23,23
4,21
16,11
17,21
23,5
19,11
23,14
4,11
16,12
25,25
11,21
4,14
4,12
4,21
3,16
19,25
21,21
17,12
7,4
4,2
7,5
7,15
25,25
22,7
5,7
17,2
14,2
15,9
16,4
12,26
5,17
4,21
16,16
2,25
20,21
17,21
21,29
5,29
6,22
11,22
7,19
22,17
11,16
15,12
27,12
7,11
20,21
19,4
25,21
29,12
1,4
23,2
5,4
7,4
8,12
26,9
9,9
1,24
1,22
