18,0
18,14
17,23
11,17
11,2
8,0
11,2
21,2
11,2
9,17
14,19
8,23
8,23
7,17
19,15
21,2
1,15
11,23
5,15
11,2
18,17
11,21
11,15
12,0
11,2
11,17
11,12
18,0
8,2
11,20
22,8
11,2
18,2
8,2
1,19
21,0
17,11
11,2
11,2
18,24
17,21
11,17
18,21
19,19
8,2
18,2
8,2
17,14
11,2
18,2
18,2
11,1
17,21
11,21
16,15
14,17
18,21
18,0
7,11
17,2
8,21
18,7
17,7
22,17
17,2
18,23
18,17
18,0
10,11
11,2
0,11
11,21
18,21
18,16
18,18
29,13
9,5
17,2
11,2
17,2
14,5
11,17
18,17
1,2
8,1
8,23
9,11
19,2
2,17
8,21
1,2
8,2
19,14
11,19
11,2
8,14
11,15
18,19
5,11
18,2
