28,12
7,22
26,23
6,1
3,23
17,23
2,2
22,11
28,1
12,22
22,12
28,24
22,22
20,1
18,22
28,22
28,22
12,22
12,11
28,29
28,28
26,28
3,13
28,21
22,2
7,11
12,12
9,13
22,22
14,21
22,9
22,22
26,23
28,21
28,28
9,1
12,13
26,18
26,1
22,21
9,2
26,28
2,11
20,1
26,11
0,11
22,1
20,1
22,2
22,11
28,12
7,11
22,12
28,22
28,28
22,22
22,22
1,1
21,1
26,11
22,22
1,22
21,26
12,11
3,13
19,1
22,22
23,13
3,22
28,21
11,1
28,2
22,22
22,22
19,17
22,22
20,12
11,12
26,22
21,22
14,21
9,21
22,14
7,11
21,28
22,22
17,1
12,22
22,20
26,2
10,11
1,12
29,2
26,9
28,21
22,22
26,11
9,28
9,11
22,21
