20,18
20,18
8,3
4,4
3,8
3,8
4,3
21,18
21,3
4,25
20,18
18,3
23,18
23,8
24,3
23,3
23,3
19,22
4,23
23,3
5,8
20,10
20,3
20,11
2,11
18,3
20,3
20,23
20,2
9,21
5,18
23,3
22,3
20,3
20,15
20,3
5,17
22,22
23,3
20,15
20,21
20,3
4,21
20,3
20,3
20,18
23,3
4,26
20,23
28,15
20,23
26,17
25,3
23,3
3,21
23,3
20,3
20,15
20,11
23,3
23,11
23,11
20,23
23,3
4,17
20,21
23,18
20,3
4,3
5,23
23,23
4,4
23,3
23,28
23,3
22,4
4,23
20,3
7,19
20,18
20,21
20,3
3,3
19,11
20,18
23,8
4,18
23,3
8,3
4,8
4,28
20,2
20,18
4,23
23,3
23,8
4,11
20,3
20,8
20,11
