2,1
2,1
2,0
6,11
2,10
9,5
9,1
9,27
2,0
18,5
6,27
24,0
2,0
9,27
2,0
2,27
25,27
9,27
2,27
9,19
8,19
7,18
3,26
28,18
9,5
8,26
2,26
9,0
9,27
2,5
9,1
9,19
9,27
27,27
8,18
3,11
25,0
9,27
25,0
2,1
7,1
8,1
7,6
9,1
9,27
2,27
2,3
23,0
27,11
2,11
8,26
2,1
23,0
9,27
3,0
2,11
18,6
23,18
3,27
8,18
9,1
2,11
9,27
9,27
25,11
27,11
6,11
2,11
6,11
9,21
2,1
3,12
3,0
2,0
9,27
23,27
25,6
9,9
2,6
9,12
9,6
9,1
9,27
5,27
9,1
9,11
9,6
9,19
9,1
25,11
9,27
25,25
2,12
2,27
9,19
5,26
2,18
25,26
28,11
27,11
